Lambda: 1
Epoch: [0/150], Step [100/469], Loss: 57625.1250,  Classification Accuracy: 57.03
Epoch: [11/150], Step [100/469], Loss: 12872.4844,  Classification Accuracy: 75.00
Epoch: [11/150], Step [200/469], Loss: 13909.7725,  Classification Accuracy: 68.75
Epoch: [11/150], Step [300/469], Loss: 13244.4668,  Classification Accuracy: 82.03
Epoch: [11/150], Step [400/469], Loss: 12841.7393,  Classification Accuracy: 78.91
Epoch: [12/150], Step [100/469], Loss: 13948.2539,  Classification Accuracy: 82.03
Epoch: [12/150], Step [200/469], Loss: 13535.8711,  Classification Accuracy: 73.44
Epoch: [12/150], Step [300/469], Loss: 14727.7197,  Classification Accuracy: 64.06
Epoch: [12/150], Step [400/469], Loss: 14707.4102,  Classification Accuracy: 71.88
Epoch: [13/150], Step [100/469], Loss: 14262.4824,  Classification Accuracy: 73.44
Epoch: [13/150], Step [200/469], Loss: 15333.9463,  Classification Accuracy: 69.53
Epoch: [13/150], Step [300/469], Loss: 13350.3750,  Classification Accuracy: 76.56
Epoch: [13/150], Step [400/469], Loss: 14446.3916,  Classification Accuracy: 71.88
Epoch: [14/150], Step [100/469], Loss: 14070.9434,  Classification Accuracy: 69.53
Epoch: [14/150], Step [200/469], Loss: 13037.4453,  Classification Accuracy: 79.69
Epoch: [14/150], Step [300/469], Loss: 12318.0000,  Classification Accuracy: 82.03
Epoch: [14/150], Step [400/469], Loss: 12176.9062,  Classification Accuracy: 80.47
Epoch: [15/150], Step [100/469], Loss: 13879.5488,  Classification Accuracy: 75.00
Epoch: [15/150], Step [200/469], Loss: 13032.9863,  Classification Accuracy: 71.88
Epoch: [15/150], Step [300/469], Loss: 12719.4590,  Classification Accuracy: 76.56
Epoch: [15/150], Step [400/469], Loss: 13256.1592,  Classification Accuracy: 70.31
Epoch: [16/150], Step [100/469], Loss: 13392.3379,  Classification Accuracy: 77.34
Epoch: [16/150], Step [200/469], Loss: 13120.3223,  Classification Accuracy: 78.12
Epoch: [16/150], Step [300/469], Loss: 14537.4727,  Classification Accuracy: 77.34
Epoch: [16/150], Step [400/469], Loss: 13531.5732,  Classification Accuracy: 78.12
Epoch: [17/150], Step [100/469], Loss: 14178.4756,  Classification Accuracy: 75.00
Epoch: [17/150], Step [200/469], Loss: 12868.6611,  Classification Accuracy: 80.47
Epoch: [17/150], Step [300/469], Loss: 12522.9893,  Classification Accuracy: 76.56
Epoch: [17/150], Step [400/469], Loss: 13288.5391,  Classification Accuracy: 69.53
Epoch: [18/150], Step [100/469], Loss: 11625.6729,  Classification Accuracy: 82.81
Epoch: [18/150], Step [200/469], Loss: 12181.6436,  Classification Accuracy: 77.34
Epoch: [18/150], Step [300/469], Loss: 13171.4912,  Classification Accuracy: 74.22
Epoch: [18/150], Step [400/469], Loss: 12560.9385,  Classification Accuracy: 78.91
Epoch: [19/150], Step [100/469], Loss: 12068.4863,  Classification Accuracy: 77.34
Epoch: [19/150], Step [200/469], Loss: 13415.2217,  Classification Accuracy: 76.56
Epoch: [19/150], Step [300/469], Loss: 14310.6699,  Classification Accuracy: 69.53
Epoch: [19/150], Step [400/469], Loss: 14113.6123,  Classification Accuracy: 74.22
Epoch: [20/150], Step [100/469], Loss: 13186.4258,  Classification Accuracy: 73.44
Epoch: [20/150], Step [200/469], Loss: 13475.1289,  Classification Accuracy: 77.34
Epoch: [20/150], Step [300/469], Loss: 12958.0576,  Classification Accuracy: 78.12
Epoch: [20/150], Step [400/469], Loss: 13394.2158,  Classification Accuracy: 81.25
Epoch: [21/150], Step [100/469], Loss: 13429.5547,  Classification Accuracy: 72.66
Epoch: [21/150], Step [200/469], Loss: 12944.2354,  Classification Accuracy: 70.31
Epoch: [21/150], Step [300/469], Loss: 12849.8301,  Classification Accuracy: 78.91
Epoch: [21/150], Step [400/469], Loss: 13029.9443,  Classification Accuracy: 79.69
Epoch: [22/150], Step [100/469], Loss: 13286.7363,  Classification Accuracy: 67.97
Epoch: [22/150], Step [200/469], Loss: 13195.1797,  Classification Accuracy: 71.88
Epoch: [22/150], Step [300/469], Loss: 12786.1416,  Classification Accuracy: 75.78
Epoch: [22/150], Step [400/469], Loss: 14510.0967,  Classification Accuracy: 72.66
Epoch: [23/150], Step [100/469], Loss: 12850.2168,  Classification Accuracy: 77.34
Epoch: [23/150], Step [200/469], Loss: 12900.3047,  Classification Accuracy: 72.66
Epoch: [23/150], Step [300/469], Loss: 13576.8301,  Classification Accuracy: 81.25
Epoch: [23/150], Step [400/469], Loss: 14332.9541,  Classification Accuracy: 74.22
Epoch: [24/150], Step [100/469], Loss: 13493.7695,  Classification Accuracy: 78.12
Epoch: [24/150], Step [200/469], Loss: 13235.0391,  Classification Accuracy: 78.91
Epoch: [24/150], Step [300/469], Loss: 13445.1299,  Classification Accuracy: 76.56
Epoch: [24/150], Step [400/469], Loss: 12745.5020,  Classification Accuracy: 78.12
Epoch: [25/150], Step [100/469], Loss: 13192.7227,  Classification Accuracy: 75.78
Epoch: [25/150], Step [200/469], Loss: 14087.3330,  Classification Accuracy: 75.78
Epoch: [25/150], Step [300/469], Loss: 13324.7930,  Classification Accuracy: 75.78
Epoch: [25/150], Step [400/469], Loss: 13171.3584,  Classification Accuracy: 75.00
Epoch: [26/150], Step [100/469], Loss: 12323.9961,  Classification Accuracy: 88.28
Epoch: [26/150], Step [200/469], Loss: 13409.8008,  Classification Accuracy: 74.22
Epoch: [26/150], Step [300/469], Loss: 12693.1484,  Classification Accuracy: 84.38
Epoch: [26/150], Step [400/469], Loss: 12446.2207,  Classification Accuracy: 81.25
Epoch: [27/150], Step [100/469], Loss: 12988.6387,  Classification Accuracy: 75.00
Epoch: [27/150], Step [200/469], Loss: 13707.0703,  Classification Accuracy: 71.09
Epoch: [27/150], Step [300/469], Loss: 12928.3867,  Classification Accuracy: 81.25
Epoch: [27/150], Step [400/469], Loss: 12574.4082,  Classification Accuracy: 81.25
Epoch: [28/150], Step [100/469], Loss: 12633.2520,  Classification Accuracy: 77.34
Epoch: [28/150], Step [200/469], Loss: 13141.6475,  Classification Accuracy: 78.91
Epoch: [28/150], Step [300/469], Loss: 12840.9980,  Classification Accuracy: 74.22
Epoch: [28/150], Step [400/469], Loss: 13251.2393,  Classification Accuracy: 75.78
Epoch: [29/150], Step [100/469], Loss: 12899.8828,  Classification Accuracy: 71.88
Epoch: [29/150], Step [200/469], Loss: 12941.4688,  Classification Accuracy: 77.34
Epoch: [29/150], Step [300/469], Loss: 13437.8428,  Classification Accuracy: 79.69
Epoch: [29/150], Step [400/469], Loss: 13444.9336,  Classification Accuracy: 79.69
Epoch: [30/150], Step [100/469], Loss: 12178.1279,  Classification Accuracy: 82.03
Epoch: [30/150], Step [200/469], Loss: 13969.0146,  Classification Accuracy: 79.69
Epoch: [30/150], Step [300/469], Loss: 12727.3838,  Classification Accuracy: 82.03
Epoch: [30/150], Step [400/469], Loss: 12378.7705,  Classification Accuracy: 78.91
Epoch: [31/150], Step [100/469], Loss: 12100.4160,  Classification Accuracy: 84.38
Epoch: [31/150], Step [200/469], Loss: 13552.3223,  Classification Accuracy: 72.66
Epoch: [31/150], Step [300/469], Loss: 12731.3506,  Classification Accuracy: 81.25
Epoch: [31/150], Step [400/469], Loss: 13330.4727,  Classification Accuracy: 80.47
Epoch: [32/150], Step [100/469], Loss: 12288.2881,  Classification Accuracy: 81.25
Epoch: [32/150], Step [200/469], Loss: 13019.5713,  Classification Accuracy: 81.25
Epoch: [32/150], Step [300/469], Loss: 14010.1094,  Classification Accuracy: 78.91
Epoch: [32/150], Step [400/469], Loss: 13485.2266,  Classification Accuracy: 72.66
Epoch: [33/150], Step [100/469], Loss: 13424.6211,  Classification Accuracy: 77.34
Epoch: [33/150], Step [200/469], Loss: 12521.9609,  Classification Accuracy: 81.25
Epoch: [33/150], Step [300/469], Loss: 13572.0137,  Classification Accuracy: 79.69
Epoch: [33/150], Step [400/469], Loss: 12709.6504,  Classification Accuracy: 81.25
Epoch: [34/150], Step [100/469], Loss: 12938.6572,  Classification Accuracy: 77.34
Epoch: [34/150], Step [200/469], Loss: 13436.2432,  Classification Accuracy: 76.56
Epoch: [34/150], Step [300/469], Loss: 13509.0029,  Classification Accuracy: 70.31
Epoch: [34/150], Step [400/469], Loss: 14186.8428,  Classification Accuracy: 80.47
Epoch: [35/150], Step [100/469], Loss: 12608.2393,  Classification Accuracy: 79.69
Epoch: [35/150], Step [200/469], Loss: 13453.3867,  Classification Accuracy: 86.72
Epoch: [35/150], Step [300/469], Loss: 11979.9941,  Classification Accuracy: 82.81
Epoch: [35/150], Step [400/469], Loss: 11671.0439,  Classification Accuracy: 82.81
Epoch: [36/150], Step [100/469], Loss: 12503.0234,  Classification Accuracy: 81.25
Epoch: [36/150], Step [200/469], Loss: 12689.0166,  Classification Accuracy: 87.50
Epoch: [36/150], Step [300/469], Loss: 12576.1699,  Classification Accuracy: 80.47
Epoch: [36/150], Step [400/469], Loss: 11799.2979,  Classification Accuracy: 84.38
Epoch: [37/150], Step [100/469], Loss: 11769.7500,  Classification Accuracy: 82.81
Epoch: [37/150], Step [200/469], Loss: 13303.5635,  Classification Accuracy: 73.44
Epoch: [37/150], Step [300/469], Loss: 11962.1934,  Classification Accuracy: 81.25
Epoch: [37/150], Step [400/469], Loss: 13011.4121,  Classification Accuracy: 83.59
Epoch: [38/150], Step [100/469], Loss: 12600.6826,  Classification Accuracy: 78.91
Epoch: [38/150], Step [200/469], Loss: 13403.1738,  Classification Accuracy: 77.34
Epoch: [38/150], Step [300/469], Loss: 12579.3496,  Classification Accuracy: 82.03
Epoch: [38/150], Step [400/469], Loss: 12713.8086,  Classification Accuracy: 79.69
Epoch: [39/150], Step [100/469], Loss: 13176.4541,  Classification Accuracy: 82.81
Epoch: [39/150], Step [200/469], Loss: 12569.5264,  Classification Accuracy: 78.91
Epoch: [39/150], Step [300/469], Loss: 12268.3037,  Classification Accuracy: 80.47
Epoch: [39/150], Step [400/469], Loss: 11457.1562,  Classification Accuracy: 85.16
Epoch: [40/150], Step [100/469], Loss: 12717.3018,  Classification Accuracy: 84.38
Epoch: [40/150], Step [200/469], Loss: 13029.5850,  Classification Accuracy: 79.69
Epoch: [40/150], Step [300/469], Loss: 11776.2422,  Classification Accuracy: 82.03
Epoch: [40/150], Step [400/469], Loss: 12522.2617,  Classification Accuracy: 89.84
Epoch: [41/150], Step [100/469], Loss: 12451.6699,  Classification Accuracy: 80.47
Epoch: [41/150], Step [200/469], Loss: 12356.2295,  Classification Accuracy: 91.41
Epoch: [41/150], Step [300/469], Loss: 12503.8672,  Classification Accuracy: 74.22
Epoch: [41/150], Step [400/469], Loss: 12184.5918,  Classification Accuracy: 76.56
Epoch: [42/150], Step [100/469], Loss: 13028.7881,  Classification Accuracy: 82.81
Epoch: [42/150], Step [200/469], Loss: 11697.7480,  Classification Accuracy: 84.38
Epoch: [42/150], Step [300/469], Loss: 12770.6367,  Classification Accuracy: 82.81
Epoch: [42/150], Step [400/469], Loss: 12643.3613,  Classification Accuracy: 85.16
Epoch: [43/150], Step [100/469], Loss: 11830.9590,  Classification Accuracy: 78.91
Epoch: [43/150], Step [200/469], Loss: 12781.2207,  Classification Accuracy: 91.41
Epoch: [43/150], Step [300/469], Loss: 12745.5596,  Classification Accuracy: 81.25
Epoch: [43/150], Step [400/469], Loss: 11906.4893,  Classification Accuracy: 82.81
Epoch: [44/150], Step [100/469], Loss: 12784.2812,  Classification Accuracy: 83.59
Epoch: [44/150], Step [200/469], Loss: 12516.4697,  Classification Accuracy: 80.47
Epoch: [44/150], Step [300/469], Loss: 11922.4814,  Classification Accuracy: 85.16
Epoch: [44/150], Step [400/469], Loss: 13078.6758,  Classification Accuracy: 75.78
Epoch: [45/150], Step [100/469], Loss: 11774.5820,  Classification Accuracy: 86.72
Epoch: [45/150], Step [200/469], Loss: 12219.2090,  Classification Accuracy: 85.94
Epoch: [45/150], Step [300/469], Loss: 11810.7773,  Classification Accuracy: 85.94
Epoch: [45/150], Step [400/469], Loss: 12403.3164,  Classification Accuracy: 82.81
Epoch: [46/150], Step [100/469], Loss: 11538.4258,  Classification Accuracy: 83.59
Epoch: [46/150], Step [200/469], Loss: 12130.2832,  Classification Accuracy: 82.81
Epoch: [46/150], Step [300/469], Loss: 11939.0215,  Classification Accuracy: 84.38
Epoch: [46/150], Step [400/469], Loss: 11945.6562,  Classification Accuracy: 81.25
Epoch: [47/150], Step [100/469], Loss: 11680.1934,  Classification Accuracy: 84.38
Epoch: [47/150], Step [200/469], Loss: 11685.8408,  Classification Accuracy: 85.94
Epoch: [47/150], Step [300/469], Loss: 12840.9248,  Classification Accuracy: 82.03
Epoch: [47/150], Step [400/469], Loss: 12506.2236,  Classification Accuracy: 78.12
Epoch: [48/150], Step [100/469], Loss: 12022.2764,  Classification Accuracy: 83.59
Epoch: [48/150], Step [200/469], Loss: 12466.6992,  Classification Accuracy: 87.50
Epoch: [48/150], Step [300/469], Loss: 12081.9639,  Classification Accuracy: 85.94
Epoch: [48/150], Step [400/469], Loss: 12604.6973,  Classification Accuracy: 82.03
Epoch: [49/150], Step [100/469], Loss: 12487.4521,  Classification Accuracy: 83.59
Epoch: [49/150], Step [200/469], Loss: 12994.2070,  Classification Accuracy: 81.25
Epoch: [49/150], Step [300/469], Loss: 12206.1543,  Classification Accuracy: 85.16
Epoch: [49/150], Step [400/469], Loss: 11867.8252,  Classification Accuracy: 83.59
Epoch: [50/150], Step [100/469], Loss: 12373.9775,  Classification Accuracy: 85.94
Epoch: [50/150], Step [200/469], Loss: 13310.2607,  Classification Accuracy: 85.16
Epoch: [50/150], Step [300/469], Loss: 12148.6113,  Classification Accuracy: 86.72
Epoch: [50/150], Step [400/469], Loss: 12853.9463,  Classification Accuracy: 85.16
Epoch: [51/150], Step [100/469], Loss: 12630.4229,  Classification Accuracy: 85.16
Epoch: [51/150], Step [200/469], Loss: 12686.6270,  Classification Accuracy: 88.28
Epoch: [51/150], Step [300/469], Loss: 12371.6631,  Classification Accuracy: 86.72
Epoch: [51/150], Step [400/469], Loss: 12375.9941,  Classification Accuracy: 85.94
Epoch: [52/150], Step [100/469], Loss: 13172.1963,  Classification Accuracy: 82.81
Epoch: [52/150], Step [200/469], Loss: 11918.1826,  Classification Accuracy: 82.03
Epoch: [52/150], Step [300/469], Loss: 12198.0674,  Classification Accuracy: 85.94
Epoch: [52/150], Step [400/469], Loss: 11912.1416,  Classification Accuracy: 84.38
Epoch: [53/150], Step [100/469], Loss: 12376.3418,  Classification Accuracy: 82.81
Epoch: [53/150], Step [200/469], Loss: 11764.2275,  Classification Accuracy: 81.25
Epoch: [53/150], Step [300/469], Loss: 11529.4609,  Classification Accuracy: 82.81
Epoch: [53/150], Step [400/469], Loss: 13070.2080,  Classification Accuracy: 74.22
Epoch: [54/150], Step [100/469], Loss: 12036.8066,  Classification Accuracy: 83.59
Epoch: [54/150], Step [200/469], Loss: 12270.4893,  Classification Accuracy: 82.81
Epoch: [54/150], Step [300/469], Loss: 12256.4053,  Classification Accuracy: 81.25
Epoch: [54/150], Step [400/469], Loss: 11853.7744,  Classification Accuracy: 82.03
Epoch: [55/150], Step [100/469], Loss: 12786.0693,  Classification Accuracy: 88.28
Epoch: [55/150], Step [200/469], Loss: 12906.7041,  Classification Accuracy: 82.81
Epoch: [55/150], Step [300/469], Loss: 13166.4717,  Classification Accuracy: 88.28
Epoch: [55/150], Step [400/469], Loss: 12674.4043,  Classification Accuracy: 82.03
Epoch: [56/150], Step [100/469], Loss: 12323.2998,  Classification Accuracy: 82.81
Epoch: [56/150], Step [200/469], Loss: 12428.7363,  Classification Accuracy: 85.94
Epoch: [56/150], Step [300/469], Loss: 13132.0869,  Classification Accuracy: 78.91
Epoch: [56/150], Step [400/469], Loss: 12162.3857,  Classification Accuracy: 85.16
Epoch: [57/150], Step [100/469], Loss: 12487.9424,  Classification Accuracy: 85.16
Epoch: [57/150], Step [200/469], Loss: 11431.2754,  Classification Accuracy: 85.16
Epoch: [57/150], Step [300/469], Loss: 11846.6846,  Classification Accuracy: 86.72
Epoch: [57/150], Step [400/469], Loss: 12011.0215,  Classification Accuracy: 87.50
Epoch: [58/150], Step [100/469], Loss: 12310.9658,  Classification Accuracy: 82.03
Epoch: [58/150], Step [200/469], Loss: 12197.6836,  Classification Accuracy: 89.06
Epoch: [58/150], Step [300/469], Loss: 11973.3916,  Classification Accuracy: 85.16
Epoch: [58/150], Step [400/469], Loss: 12504.5049,  Classification Accuracy: 85.16
Epoch: [59/150], Step [100/469], Loss: 11297.1650,  Classification Accuracy: 82.03
Epoch: [59/150], Step [200/469], Loss: 11812.7910,  Classification Accuracy: 84.38
Epoch: [59/150], Step [300/469], Loss: 11835.7334,  Classification Accuracy: 87.50
Epoch: [59/150], Step [400/469], Loss: 13404.6504,  Classification Accuracy: 69.53
Epoch: [60/150], Step [100/469], Loss: 11815.9033,  Classification Accuracy: 85.16
Epoch: [60/150], Step [200/469], Loss: 11036.6826,  Classification Accuracy: 88.28
Epoch: [60/150], Step [300/469], Loss: 11735.5264,  Classification Accuracy: 82.03
Epoch: [60/150], Step [400/469], Loss: 12918.7979,  Classification Accuracy: 80.47
Epoch: [61/150], Step [100/469], Loss: 11624.8672,  Classification Accuracy: 85.16
Epoch: [61/150], Step [200/469], Loss: 12824.7529,  Classification Accuracy: 86.72
Epoch: [61/150], Step [300/469], Loss: 11483.7666,  Classification Accuracy: 85.16
Epoch: [61/150], Step [400/469], Loss: 11499.0039,  Classification Accuracy: 79.69
Epoch: [62/150], Step [100/469], Loss: 12298.5840,  Classification Accuracy: 85.16
Epoch: [62/150], Step [200/469], Loss: 12310.5801,  Classification Accuracy: 80.47
Epoch: [62/150], Step [300/469], Loss: 10951.4482,  Classification Accuracy: 86.72
Epoch: [62/150], Step [400/469], Loss: 11865.3770,  Classification Accuracy: 78.91
Epoch: [63/150], Step [100/469], Loss: 11866.2852,  Classification Accuracy: 82.81
Epoch: [63/150], Step [200/469], Loss: 12873.5029,  Classification Accuracy: 86.72
Epoch: [63/150], Step [300/469], Loss: 11968.8945,  Classification Accuracy: 81.25
Epoch: [63/150], Step [400/469], Loss: 11954.3643,  Classification Accuracy: 85.16
Epoch: [64/150], Step [100/469], Loss: 12257.7129,  Classification Accuracy: 84.38
Epoch: [64/150], Step [200/469], Loss: 11708.8281,  Classification Accuracy: 90.62
Epoch: [64/150], Step [300/469], Loss: 12062.7998,  Classification Accuracy: 88.28
Epoch: [64/150], Step [400/469], Loss: 12504.0801,  Classification Accuracy: 83.59
Epoch: [65/150], Step [100/469], Loss: 12352.4131,  Classification Accuracy: 87.50
Epoch: [65/150], Step [200/469], Loss: 12499.0391,  Classification Accuracy: 83.59
Epoch: [65/150], Step [300/469], Loss: 12007.1904,  Classification Accuracy: 87.50
Epoch: [65/150], Step [400/469], Loss: 11024.2578,  Classification Accuracy: 85.94
Epoch: [66/150], Step [100/469], Loss: 11734.7510,  Classification Accuracy: 86.72
Epoch: [66/150], Step [200/469], Loss: 12636.1387,  Classification Accuracy: 90.62
Epoch: [66/150], Step [300/469], Loss: 11412.8633,  Classification Accuracy: 82.81
Epoch: [66/150], Step [400/469], Loss: 12510.3193,  Classification Accuracy: 85.16
Epoch: [67/150], Step [100/469], Loss: 12305.9648,  Classification Accuracy: 85.94
Epoch: [67/150], Step [200/469], Loss: 11732.3545,  Classification Accuracy: 85.94
Epoch: [67/150], Step [300/469], Loss: 11963.2725,  Classification Accuracy: 87.50
Epoch: [67/150], Step [400/469], Loss: 11960.5723,  Classification Accuracy: 85.16
Epoch: [68/150], Step [100/469], Loss: 12855.4131,  Classification Accuracy: 85.16
Epoch: [68/150], Step [200/469], Loss: 11720.3350,  Classification Accuracy: 82.03
Epoch: [68/150], Step [300/469], Loss: 11045.2705,  Classification Accuracy: 88.28
Epoch: [68/150], Step [400/469], Loss: 11509.8018,  Classification Accuracy: 89.84
Epoch: [69/150], Step [100/469], Loss: 11322.6299,  Classification Accuracy: 85.94
Epoch: [69/150], Step [200/469], Loss: 11760.2900,  Classification Accuracy: 89.06
Epoch: [69/150], Step [300/469], Loss: 12658.2578,  Classification Accuracy: 83.59
Epoch: [69/150], Step [400/469], Loss: 11978.6172,  Classification Accuracy: 85.16
Epoch: [70/150], Step [100/469], Loss: 12080.8799,  Classification Accuracy: 81.25
Epoch: [70/150], Step [200/469], Loss: 11780.8574,  Classification Accuracy: 83.59
Epoch: [70/150], Step [300/469], Loss: 12308.1377,  Classification Accuracy: 86.72
Epoch: [70/150], Step [400/469], Loss: 11834.3232,  Classification Accuracy: 82.81
Epoch: [71/150], Step [100/469], Loss: 12406.6113,  Classification Accuracy: 83.59
Epoch: [71/150], Step [200/469], Loss: 12468.2285,  Classification Accuracy: 80.47
Epoch: [71/150], Step [300/469], Loss: 12468.6387,  Classification Accuracy: 86.72
Epoch: [71/150], Step [400/469], Loss: 11435.2607,  Classification Accuracy: 83.59
Epoch: [72/150], Step [100/469], Loss: 12277.3447,  Classification Accuracy: 87.50
Epoch: [72/150], Step [200/469], Loss: 11975.8828,  Classification Accuracy: 86.72
Epoch: [72/150], Step [300/469], Loss: 11548.1543,  Classification Accuracy: 85.94
Epoch: [72/150], Step [400/469], Loss: 11216.2949,  Classification Accuracy: 89.84
Epoch: [73/150], Step [100/469], Loss: 11719.0869,  Classification Accuracy: 85.94
Epoch: [73/150], Step [200/469], Loss: 10827.2549,  Classification Accuracy: 82.81
Epoch: [73/150], Step [300/469], Loss: 12571.5879,  Classification Accuracy: 84.38
Epoch: [73/150], Step [400/469], Loss: 12352.6367,  Classification Accuracy: 88.28
Epoch: [74/150], Step [100/469], Loss: 12189.5566,  Classification Accuracy: 83.59
Epoch: [74/150], Step [200/469], Loss: 11916.6973,  Classification Accuracy: 85.94
Epoch: [74/150], Step [300/469], Loss: 11666.5771,  Classification Accuracy: 85.16
Epoch: [74/150], Step [400/469], Loss: 12032.9111,  Classification Accuracy: 88.28
Epoch: [75/150], Step [100/469], Loss: 11622.9785,  Classification Accuracy: 82.81
Epoch: [75/150], Step [200/469], Loss: 11984.6279,  Classification Accuracy: 85.94
Epoch: [75/150], Step [300/469], Loss: 12378.9434,  Classification Accuracy: 90.62
Epoch: [75/150], Step [400/469], Loss: 11621.6855,  Classification Accuracy: 85.16
Epoch: [76/150], Step [100/469], Loss: 12086.1055,  Classification Accuracy: 88.28
Epoch: [76/150], Step [200/469], Loss: 12453.1582,  Classification Accuracy: 85.94
Epoch: [76/150], Step [300/469], Loss: 11302.7012,  Classification Accuracy: 87.50
Epoch: [76/150], Step [400/469], Loss: 11542.3682,  Classification Accuracy: 92.19
Epoch: [77/150], Step [100/469], Loss: 11821.2773,  Classification Accuracy: 82.81
Epoch: [77/150], Step [200/469], Loss: 11848.0000,  Classification Accuracy: 86.72
Epoch: [77/150], Step [300/469], Loss: 11895.2852,  Classification Accuracy: 85.16
Epoch: [77/150], Step [400/469], Loss: 12815.0186,  Classification Accuracy: 79.69
Epoch: [78/150], Step [100/469], Loss: 11981.9746,  Classification Accuracy: 85.94
Epoch: [78/150], Step [200/469], Loss: 11500.1250,  Classification Accuracy: 88.28
Epoch: [78/150], Step [300/469], Loss: 12070.8037,  Classification Accuracy: 85.16
Epoch: [78/150], Step [400/469], Loss: 12277.0693,  Classification Accuracy: 89.84
Epoch: [79/150], Step [100/469], Loss: 11823.6582,  Classification Accuracy: 90.62
Epoch: [79/150], Step [200/469], Loss: 11385.0801,  Classification Accuracy: 88.28
Epoch: [79/150], Step [300/469], Loss: 12303.7041,  Classification Accuracy: 86.72
Epoch: [79/150], Step [400/469], Loss: 12532.4863,  Classification Accuracy: 83.59
Epoch: [80/150], Step [100/469], Loss: 11549.3545,  Classification Accuracy: 86.72
Epoch: [80/150], Step [200/469], Loss: 11118.2539,  Classification Accuracy: 92.19
Epoch: [80/150], Step [300/469], Loss: 11275.3643,  Classification Accuracy: 89.06
Epoch: [80/150], Step [400/469], Loss: 11232.5986,  Classification Accuracy: 85.16
